iteration,cost
50,0.3691221697384603
100,0.3691221697384603
200,0.3691221697384603
300,0.3691221697384603
400,0.3691221697384603
500,0.3691221697384603
600,0.3691221697384603
700,0.3691221697384603
800,0.3691221697384603
900,0.3691221697384603
1000,0.3691221697384603
